sentiment,content
0,siirensiiren meagan rochelle quot one need quot would say quot cater quot didnt produce
0,donald_jackson already none leave back cabbage soup
1,mjasenn totally owe week call duties appreciate jill town
1,ihatecrayons like
1,find ride yes liquor come
0,yet start paper due tonight motivation
0,love ones leave sunday sad
1,celikins yup spend time mom sis aunt great mother day
0,hungry
1,balmeras weekend quiet plan new websites today research choose hat coffee hat sound good though kettle
0,bgt make cry tonight
1,queenofspain good night erin say early old
1,fedgrub dull life soundtrack one favourite show
0,hungry single head golf range soon
1,good morning look forward listen prodigy radio big weekend bring album yesterday amaize tbqh
0,shawin problem earphones get last months matter brand price
1,omg finish history childrens book need make pretty print whoo
0,caiteggers need one
0,lot catch weekend bhr host busy busy busy
0,victoryhawk darn bacon
0,cheesetal miss coffee
1,capemaybooks alright want overdue lol funny nite nite
0,day crappy want cry
0,love summer oddly want school year end
1,alidg take fun
1,davidarchie david talk later great dayyyy
1,iamdakota cool gonna van thats cool live victoria well pree awesome girl
0,still full buffet palm stomach actually hurt ugh gluttony bite
1,sydeni_f_babei best two second movie
0,ohhhbeka wish come tonight
1,lizzs_lockeroom maybe start really like team live years city cup awesome
1,maxcarver hey fan new zealand love show even tho soooo behind episodes haha keep good work
0,esull great camp wish could
0,batman_sounds bicycle suck cant ride
1,alitaluna hey workaholic lol jus want say hiiii always tell ash invite say always work lol
0,coffee turn good tiday excellent
0,darn dont guitar tomorrow
1,cbmagazine thank reminder hope great time
1,ari
0,good place grab quick healthy lunch downtown golden look like may safeway
1,mbrevoort thank work treat need post xml really though think emulate rail activeresource
1,visit friendster facebook
0,wtf get today revision revision revision
0,house hunt pain house shift super pain pack never seem end even imagine unpack
0,jayisfly jess invite feel really unloved right hahaha
0,joycewaddle like almost sholders
0,realllly miss parent backyard hammock reallly bad
1,orch really adore pop site haha
1,youulovemee good gor juz yea kno ask yesterday tha hospital talk say
0,teeth head hurt
0,nacmacfeegle sad see despite glib
1,frombecca yum rhubarb link fab thank
0,katiekilljoy wanna play tonight pout pout side face
1,joechacko thx become ibm master inventor really enjoy blog particularly vegan tag
0,darn lose another follower
0,bore freakinspecial hope wlan today
0,want see next gossip girl episode
1,recollect jog almost perfect except unkown type hang vehicle much mental noise mile jog
0,sometimes feel like person world without iphone
1,soooooooooo get palm hand
1,ohaigabriella frank like movie cool fully understand think cool
0,home ice cream tweet first tweet pics camera battery die last night forget charge
0,djsteeley think less tribute parody
1,manang back great dinner super busog
0,excite see quot quot logan birthday weeks sad wont party know kid tho
0,karenemcg yeah sound good
0,thecomicproject sunny hot london today sit office crank spreadsheets
1,finish book quot nudge quot go write
1,good morning everyone
0,rain drop keep fall head
0,mad cuz cant get picture work
0,brendonbudness unfortunatley tooth kind crown
0,wynstonfernando take class fall cool though okay
0,get home love stake shake milkshakes
1,go estonia woohoo
0,danger_skies miss never want come home seriously
1,joepolitics last night awesome thank hard work put get coffee
0,hey socialmediatv ugh way video blah pout social media live
1,mother day
0,grey cold day listen harvey jenny lewis cat power see pattern
0,take property
0,tracybelle hang tennessee
0,say take tax check
1,happy google wave trend watch video certain flash videos block company network
1,great shoot yesterday edit pics
1,excite tonight party ron
1,mattmccoy interview view away thanx read ppl mattmccoy
1,therage come atl show jljf swear fun much fun
0,nisher yeah yeah heck anyway sastch year bail lack expense
0,rina_spn boyfriend even say bye
0,miss city leave priciness pollution panhandlers
1,follow compliance great watch say
0,wolfchild heheheheh lol always figure send way get dupe felt bad send stuff
0,xdjio ware fast enough ssd raid mhz iop hpt might try adaptec ghz
0,leave nola today count second til start cry love place much
0,rachellock ohh thursday exams day wednesday
0,wish cali wit mari lupita see vfc fair
1,jerzicua say meet awesomest people bunch
1,nice see euruko picture big screen conference break
1,saaaaafe mee fuck epic time last night old friends new friendships good way kick month
0,wanna sunshineeeeeee
1,girlygirl well happy
0,want hang play fiddle faddle workload
0,ughhh tummy ache
0,ladyloki idiot family feel mix amongst stuff
0,omg sore shoulder
0,nothing good
1,nemitabbah hahahaha yeah mess cross kneel bite get call joke
0,oooh battlestar galactica channel rebellion episode man feel sad become gaeta like
0,fail shit lol
1,jmbuckett snap kinda nut right basedmagazine tell least thank babes
1,today good little girl hollie bgt complete sympahty vote cute aidan davis tweet
0,twitter doesnt like must really dumb send msg
0,man sinuses really buggin morning
1,sirlp may may force etc get know star war really appreciate
0,sarahbellafina sleep need mums time get clara bed
1,ultimate train look forward sunset
1,yelyahwilliams love haaaaair
1,already back shop nice monday roast
0,darn one slip right finger
1,globe theatre rock nothing better romeo amp juliet suppose watch
1,run bpm feel great fatigue speed
1,happy mother day yummy mummies twitter
1,last week class well technically class two exams summmmmerrrrr begin yeahhhhhyaaaaaa
1,sunburn face amp legs fix arm tooo
1,emilyorshan hahaha bob marley one
0,bad day
0,jasonvonberg thats crazy part reason include quot full schedule quot amp quot travel daughter quot cool
1,get bunch present mail mama excite open birthday days
0,want visit animals late
0,wake laura last full day last night watch embarrass home movies
0,drbri sure never use sorry
0,simple nice dinner exist world
0,discover kindred spirit line
0,obviouslb bow try sometimes hard
1,achurches yes bag goodies lol
0,suncito get comp early last nite saw feel well hope better
1,nice dinner mom start chicken roll go cook overnight rest tomorrow
1,also today must remember hoppusday happy hoppusday yes say yesterday change okay
1,jessums yup work recover anything though
1,dressjunkie horrible lol better singer even cry think make cry haha
1,hairboutique thank btw men hairstyles right grow hair long anyway hope good weekend
1,boopboopboop still talk ashley amp brittany talk ashley forever convo still go place awesome
0,wow get kill first wave horde gear fail
1,tomfelton beautiful happy great time heartz
1,much good food mother day complain seafood durian puff macarons yum
1,christhesoul well look fab even say
0,aspitar hospital doha amaze great service nice build free wifi win
1,someone take need see lemon tree
1,mileycyrus close vote vote best movie hope win daughter love sing quot climb quot
1,georgiaprincez like enjoy hell
0,go excursion week win twit
1,like catep already new follower join midst zombies mayhem
1,deadmemoriesx poor right would probably give hug
0,gealbhan_beag hate cat pee
1,bed great mom day moms
1,kadambariyer thank quick
0,headache
1,bobbiehouston haha photo funny hope disturb passengers much flight
1,omgdarleny hahaa awesomee
0,fell holdin kales hand today hurt foot amp bruise forehead klutz
1,robtsmith good morning well rob great day
1,greatkingrat hey forget ask steve take mine mate look like liam shameless
0,way sleep next days way wake return amp miss much
0,elleipein aww honey sorry
0,roxeecruz linky worky
0,well gotta grab least hour half sleep girl get school gawd life multi taskin night mornin
0,portugal derbyshire least sun shin lawn look like percy thrower gardner residence weekend job
0,judyrey link work
0,sethsimonds grateful great marriage awesome kid business rock guess rest family
0,oliyoung
1,laurenglennon sorry listen bat dude never get tell bat amaze
0,awww wonder ima get marry shawna damon cute
0,_toki_ wee girl start cry mum come shame
0,mmmm ham yummy hat hair stupid deli
1,nlouisem thank
1,happy mother day
0,sit everyone take good seat
0,fjgkfld sdh hometown days friends
0,minascope always traffic head back long island fridays
0,cry tuesday cos find economics offically cry subject lol
1,happy monday go tavares today hope everyone bless day
0,mcrmy_lisa one online yeah
1,guten morgen good morning
0,rain must come quot quot flat iron hair rockin curl weeks today decide come nice
1,danwarp quot shut quot line remove locker scene bet could recite speech easily dare
0,go bed sexy time ughhh
0,wish drems could come true
0,panera eat bacon egg cheese coffee
1,sittin home watchin monster law waitin pizza yum yum
0,frustrate copy gigs across usb stupid old servers
0,miss friends much
1,fatally_yours stun
0,brittanytastic aww horrible
1,ddlovato demi say enough replay please love much
0,sleep late
1,gilamuffin sound like good time nice see play rio aladdin see live time
1,stonebrewingco thats favorite beer must torture make
1,britt come way say may fourth work
0,weddings make cry inner desire eternally happy start rest life
1,mileycyrus cool aww
0,always get leave
0,erickaditioner noooooooo miss sooooooo much gaah
0,bore barely even tweet nothing talk boredboots
1,happy star war day
0,suai awww sorry long leave
0,soooo bore fuckin get new phone call man hes busy one else bore
0,birthdaytwin depress
1,im_ aww thank
1,newyorkchica understand pre coffee tweet good
0,miss justbrad birthday
1,although pickupshanan volterra kill right
1,legmin cool luv
1,djclichedarknes good homemade flour tortilla age
1,vitriol_ quot lordmitchnz good even kind sir bow quot
1,sit garden mummy also get text boy think get hint obviously
0,spend half day troubleshoot something even within control cluster always mean high availability
1,mangointhesky idk original great
1,despite rain fantastic day
0,bus almost hour late crappy alarm clock leeuwarden
0,work miserable day
0,saw trailer batman arkham asylum play joker exclusive damn hurt
1,london tourist thing
0,another bore meet attend
0,crap lose game time today day history lostthegame blame meekakitty
0,well poop guitar lesson cancel today sad hope son feel better soon tho
0,jennifalconer would like swap sit grumpies
0,much disappoint angels demons movie shame great book
0,sad otalia today
0,prettyrach jealous wish
0,sarahfenn prefer overcast days sorry hot
0,krooyakkers think go somewhere invitw
0,back work warm today
1,adamjackson mcdonald promote mccafe similar starbucks may soon see mcsmoothies like jamba juice next
0,miles away
0,drive work run late like always time starbucks
1,kitankhamun pitty wasnt arnd huh wld rlly wet otherwise wed time amp lot smiley face
0,guy stupid idea good girl actually care sad
0,paulo_one yes go smooth bad get back work though enjoy friday
0,wish garden could bbq tonight might set lounge bbq type thing work fridayfirehazzard
0,want hear voice
0,idk hyper jump everyhere ugh let let friday sweeney todd cinco mayo party
0,sit around fuck tire
1,get new dog
0,dougiemcfly hehe hate colds totaly annoy
0,nickkk_ suck
1,putitonmyvisa haha nice hear sweet hotel another note good game last night
1,jtchan woo hoo time play quot name twune quot
1,get see hopefully meet guy next week rotr wait adelitas way invincible
0,two months ago become irrelevant
1,sit outside laptop kinda nice
0,joooo rest week less hours long
1,ingegoesbroadwa sound like great time
1,go church morning happy mommas day almost
0,see muffin two whole days
0,girlx bottom thing move feel bad man
0,world_of_max sadly david tennant leave particularly want job anyway
0,neil pick show tailights cause heartless hit run
0,mind sunshine walk summer
1,days till county raly tak take
1,wake end get bore
1,happy nurse week first one
0,wake nap eat nasi padang pisang cokelat
0,mood
1,lick chocolate crumb twirl wrapper like zammo smack
0,bang elbow bleed owwiee
1,hangin cool ass people
0,hungry nothing eat
0,think unfair miss sun place work close write essay allow sunny
1,perezhilton well even breakdown better act unfortunately britain get little talent
0,parent decide drop tour whole family house work
1,jonbongato haha interest haha
0,lcpromotions doubt boo always leave behind awesome roadtrips
1,ebassman get two ticket one speed one tint windows
0,sad day redskins release jansen best wish
1,mizz_trouble pleasure sweetie lookin forward gettin know
1,quot rape scream surprise first quot customer say haha via omgitsjessielee lmao
0,exhaust
0,jonasbrothers movie today cant see
0,mavinbkk know wait worth november seem far away moment
0,livefreet mean make sad
0,laura_mckay sadly sit inside mobile signal win work garden open wine bang though
0,crazy night lose key walk home miss papi call swizzy sad
1,finally get graduation gear today excite believe days leave aaah sweater cozy
1,quirke wish still around litter azalea catch back yard bunnies lap
1,coodieranks thats nice cousin leave house daughter daddy girls sweet
1,coebooth get hours ago yet
1,hannah_ thank keep work roshikk lol good idea
0,ladydutchess awww mish ladie whats good
0,forget wish sister happy birthday yesterday
1,want walmart win alone
1,might start spanish min nope
0,owww think tear something leg
0,really tire need morning bed good night
1,mcmedia husband golf amp toddler shall frolic consummate mama happy day
1,sleep take two better work
0,want hair cut mom wont cut
0,chloecazrhi thankyouu
0,also toy story teaser carmike say would toy story movie theater fail
0,theerealfdhc sorry hear man bullshit cant reach heart go family
0,hate sick miss cynthiasheree lucyowns larilync
1,clonecommander everything better lightsabers
0,uni work weekend fun time
0,sorry hard find imeem free stuff deesound like david starfire like
1,problems wih pizza love much addict pizza dot dot curve
1,khali_blache night doze well
0,zeenabobeena sorry fail
0,alancarr quaver sandwich tea
0,sad beloved boy online wait everyday
0,sell bonnaroo ticket get time away work anyone area interest meet
1,writers quot make wonder foist little pipe dream stories head onto people quot like write
1,beach yummy steak catch lose man lovely day
0,thisstarchild aww please explain quot botts quot fuse
1,parentbynature lovely
1,miss k_ris punking everytime hang effnng
1,watch everything illuminate dreaaaming
0,get hair cut morning look forward spend weekend alone
1,ive spend lazy day today find interest people follow reinforce say take sort people
0,gjerninger sure want know make want run news happy star war day
0,really despair whole copyright situation visually impair mean deserve read sccr
1,doin damn thing crib bout watch star trek yup
1,voice nemo turn today thank npr
1,gorgeous day hash around waterley bottom wonderful name village quiz mistressing porto even
0,ashleypeaces leave sad wait mom come home want papa johns dinner
1,try shop online wis could find sevens haha
0,try sims realize meet standard requirements need new lol
0,foot hurt minutes take though
1,butlers watch farmer rock hispanic jimmy hendrix drink cosmos
1,party study room
0,mumalot correct
1,christian lol twitter addict
0,feel well today ugh cant home
0,glad friday two class lazy afternoon bad isnt nice warm today
1,paula_deen look like delicious recipe try tonite
1,thecharmquark hello happy bank holiday
1,hang around house thank god friday nina amp missmarissxox later work global project
0,serenity fair
0,days web still tire
1,yes level
1,update resume
0,everythings sooo mess life suck
0,poor girl britains get talent god love forget word cry get second chance perform
1,fridays favorite people ever make reservation like people hahah
1,least two three time week turn find comedy central already endure brief moment scrub
0,clean take break omg back hurt
1,drewpeacock cool dude yeah hop rate still lol yeah sure ill mar par birthday dinner
1,good morning take longest shower ive ever take life like min shower woah lol
1,woop buy elliot minor album itunes finally work
1,oliviapinupart big welcome twitterlandz grrl really wish could make bettie show glad hear success
0,pay bill mailbox find
1,life beautiful morning think better way ruin work
1,haha house marathon ulet
1,get wii fit couple hours
1,hit leave conti boooooooo
0,friends anyone anymore
0,dragonblogger pleasure really enjoy random word poetry disappoint miss participate
0,ugh hungry scarf lunch even think take pic feastfriday
0,angry sad happy excite hate moods change right immensely sad
1,one else muhahahaaaa well maybe jesse
1,play pacman box achvs take exactly nice
1,joannah hempware case yeah start work tomorrow excite
1,mikefoong lol like challenge impossible want try
1,latinavanessa sooo ready beautifyl day
1,order pizzas watch diggnation try tweetdeck good
1,go eastgardens saw lot hillsong pastors go nick dinner cant wait talk soon sherrymacs
1,really happy drink really happy
1,ninaaacooperrr come love last week need see hot
0,hungry arm core diet would eat guess wait dinner ready
0,emilyhall awww bless indeed come days woooo
0,please help get song head
0,best friend leave back school today sad
1,ice coffee christ taste nasty
1,queenkak thank thank hop video online
0,man daddy leave work never see lot miss daddy
1,polaroid film today hope green tea yum get appearance quot job quot interview much cleavage
1,chillin bros couple yeunglings get much better
1,coool weekend wasnï great eeeh whattttever friday better expect
0,ahh man get ready work wanna sleep
0,acmcwhale really good definitely many people get burn alive
1,whew first night day summer sad jess grad party tonight
1,carlie come fell asleep
0,bummer miss taylor swift today show plan day
0,make dentist appointment june feel sick nervous already however ibprofen paracetemol codeine friends sigh
0,sigh go bed feel right anymore
1,piyush_ranjan ever mention nice awesome dude
1,ahhrjay useless tweet lol yay come tmr long gnna phils
0,acmaurer wonder get urbana
1,hey tweeps good morning wussup america talk tell wut mind
1,thank everyone unfortunately nothing sales speak convince diamond nothing
0,think cavs would crush magic come home north realize wrong
0,eric_john sound like terrific service sorry hear mom
1,carlocruuuz good join dark side hahahaha cookies
1,go outside pick flower marina love pick flower haha
0,instal new modem mean run time faster old one slower hell gah slow internet kill
0,friday treat well far
0,wake dont want work
0,nicktheintern love still havn lunch together like say would miss friend
1,questcon give great smile nice way end day right
1,gonna head shower go friend birthday party
1,sharonhayes twappy
1,sunset view beautiful room
0,aholston homework bind whole weekend fun
0,want ride bicycle today cold cloudy today
1,monicafrancesca congratulations woootwoooo ginoboi great game nakaka hyper kayo
1,cant contain tooooooo excite
1,yay live demo rhodes love euruko
1,happy mother day mommies
0,go group therapy session wait spill gut
1,thrill prom go well
0,good day sigh
1,buy ludi rug dog best
1,magic rafi sing shammi kapoor
1,maydbs look like june nice right
0,headache
0,sleep throat dry hell ugh still gon wake fabulous
0,tire summer already
1,terricook good even terri miss lately hope life good wonderful even
1,good morning finally day sunshine summer hol away watch footie sun
1,wow someone proud
0,billohbill amp devon horse show gettin mostly rain lot events ben cancel incl coach
1,xjam lol wow good haha still believe mother day
1,hey david go eye yet birthday sing ipswitch best present ever fun breakfast hunt
0,back work
0,songs make want cry
0,still white despite age sun
0,impala_guy would luv hear music batteries play besides think kind vampire movie
0,ezrabutler headaches morning instead
0,suck playmate mia weekend sad
0,wethehunter sun florida rainy cloudy
0,tire ive walk kilometres today
0,tahitianmom truely sad news hear create equal sad know neighbor prejudice people
1,starbucks lovin
1,sturday night live
1,delicious sushi niko niko vermont hollywood
1,joshcough also dense treatment cps continuation base interpreter design sicp good
0,hell go last night morning suck move tonight
0,momneedstherapy sorry ambien get sick perhaps work ash garden catnip plant
0,amandamallard chaseton either please die heart really sad
0,retrorewind dave happen work listen whine big time
1,shutterbuggeek thank
0,codemonkeyism attempt somehow extend inner class would close closure find ref atm
0,need hug joe jonas
1,good morning gonna clean house bite maybe clean nothing rest day
1,welcome family new pillow go lay head tonight
0,want face somatic draw david lanham want leopard theme somatic theme sad big fan
0,santojay assume win able afford travel anymore get contract
1,krissy_tina _adriii guy literally go sydney june july hols meet wanna try one lindt cafes
0,pizza breakfast shower class
0,mosquito truck wake
1,get ready awesome service
0,hate cant sleep
0,wiffleball damn
0,wanna see mama call back yet mama mama
0,poor bear nightmare wrestle huge snake win
0,good morning folks days sadly days giro mean tour far away
1,gemma_rigby well neck hurt move massage massage lol
1,doperahstyles chillin promote muzik eat lmaao
1,ever pointless argument drink mum drink nan drink mums dinner fun time round hahah
0,busy ugh largest headache
0,kiddshow deviantlysweet causeimrossome still shout spider
0,xchristineannx aww sorry boys sick keep finger cross tail lol stay well youself get better boys
0,miss puppy
0,allow calculator exam despite contain laths impossible compute head
1,rap battle second sit moviesss haha quot swim lake sex quot matthew ghost girlfriends past
1,traceyctt live pain bring
1,gonna give guest lecture tomorrow pes mandya opengl
1,donniewahlberg quot donnie rock quot could year old run around every sayin quot donnie rock quot
0,gloomy outside make sad miss sun happiness
0,prchels_be hear yellow light maybes put great show saturday sorry miss chelk
0,dap ohh watch best friend wed sad
0,iamnauj wish sleep gotta work less hours wait
0,justkaty guess miss beer good time
0,feel effect spring sinuses kill
1,officialtila tilaaa make feel special haha haters days
1,mozart requiem tonight
0,fml ughhhhhhhhh go anwhere today sit bedroom share mother cry
0,feel type way cause talkin anyone
1,radio active never get old never time listen repeat today still love
0,sad miss friends
0,siiyu could lose dog poor girl
0,tiffany_in_va get update phone try figure make sad
0,want bad mcfly concert
0,feel guilty think fault hard drive die
1,crack night last night think ever laugh much nice lazy day today woop
1,stephanewws thank find wonderful even
1,relax bed sleep nice get house tonight
0,legs fuck sore feet hurt walk whataday
1,hannahgramm haha damn invite
0,damn stephane even feel sorry work
1,scratch watch marley think could stay awake better one
1,today go good day way work spend time jesus
1,littlefletcher hey ive see musical live funny lol
1,anthony pretty wicked
0,jkblacker unfortunately jamesog someone squat
0,everytime send email coach feel need practice shitty ball lol
1,anncurry photos lovely know talented photographer journalist
0,moro end stay grandmas bad shes laud weddin florida fun miss home spike car lol
0,xnicoleex_ yeah sorry busy last night ill try next week
1,new phone arrive office much else gona get today
1,finally project haha goodnights
1,jennamadison hehehehehe play time cutie lol lol
0,jerzegurl hiya miss
0,want see story acorn tonight glen beck miss
0,matrix online shut next month wow feel kinda sad
1,watch season episode house bed great bedtime story
0,bout take shower cold shower
1,juliannerowat hahahha lol true always remember never remember date even day
1,watch star trek well think see want join
1,btocher ever night didnt meet end possibly best pizza side chicago
0,feel live without something take away know movin
0,surgery effin hurt
1,watchin family guy
0,drive tweetie crazy miss big blue select tweet highlight tell tweet select anymore
1,picture burn taylor swift great song
0,today sad day tucson shall miss sour cream apple pie fondue separate seat group dog
1,tracyedukes good morning thank retweet
0,school victoria amp bryan school soon sadd
0,miss know give headache think make want cry
0,feel sick
0,seanlights nooooo dont dare lol gonna cry hair
0,generaltekno win get rotf toy till much later tell anybody worth get
1,yay sherbert chocolate nutritious
1,bigeyedfishie amaze best time hope good weekend
0,squiretwizz right sympathy well
1,charliestyr hella worth even need full
1,hard weekend much alcohol fuckin quot weinfest quot
1,mellalicious call stevie reschedule win competition yesterday launch sims luna park day
1,mellieweena woah haha thank
1,ginchan aww thank honey didja get mommy daddy
1,laurenkel pancakes lemon sugar thank
0,karina_escobar people seem get pretty quick guy seem care
0,mraeannon thank know miss ill take pics soon get need email txt something
0,hat everything seafood esp smell happen serve lobster chow hall noooowww gotta headache ugh smh
0,thedebbyryan look like ninja tutle lol
0,feel bad kid sick
1,see evil star wwe wrestler kane watch
0,feel bad taylorshockley profile pic
1,sherylloch happy mom get rule kid take day
0,lay bed sore snuggeling domino wanna work today
1,one favorite relax songs wake good morning
1,welcome everyone playerstation live twitter
1,yohanik hehe find wikipedia page movie last confirm thank
1,get ready lay pool
0,chuybe leave first leave bed look
0,jordanknight good day cheer tweet even tink lol
1,pretentiousgit cute dog
1,ikostar well twitter year think lot easier monetize less need differentiate pay nopay
0,say goodbye good trust friend today goodbye free sky best friend anyone could
1,mselliott hahaha thank clear
1,buffalokid thank feedback surreal life surreal oil
1,way martin vacation week
1,drmommy get smile
0,god twitter fee take geeky stuff bmw brampitolo kodinlanewave kenkeiter funny wish understand
0,wanna know worse coworker brew fresh cup coffee think bacon
1,vinnipukh give hug see tell say
0,omg period cramp ftl much pain
1,wait real bed haha
1,ceemce home friday make
0,hang rex miss alabama nanna already
0,anotha day work lookin forward hate closin fri
1,first lie months great mooch house
1,every mom mommy mother happy mother day hope something special fun today
1,dump worry stress fire fun profoundly free
0,ugh dunno best moods know allergies meh
0,harry bake love cassie online
0,tire think definitely go get ear infection go bed quot early quot
1,watch superbad brit
0,wendica check win
0,profitable day look forward sunday gonna great day sad graders last day
1,cynthia jenny spamming twitter haha
0,
1,ernalicious raerosero thank homskis like christmas
0,narrate kool job blame
1,thank gut followers mean lot
0,innonate juliaxgulia figure reply tumblr sorry get nyc events
0,livetosingxo first fight
0,good day skint
1,lovely walk morning missus drizzle matter
1,proud nau graduate friend get ready celebrate tonight international ordeal
0,little boy drown yesterday live subdivision go nicoles school sad
1,twikini enjoy sun
1,tdbeadles sleep rock sheet hope smoothness endulging wait blanket
1,new project go incredibly well tire today think get monday permanently
1,shitload fun friends
1,bandit_zero cool thats good
1,utterhip well catch little piece share
1,tinas fun meet tina definitely soon
1,davidarchie haha gonna awhile til come sweden think
0,sosip oooh wish could go today know zach look forward
1,quite amuse watch pangaea sing quot killah priest quot guess win feature album
0,omg realise listen quot perfect story quot penny like horrible damn captain hammer omg sad
1,happy star war day may fourth
0,ouch epic bruise toe lump ankle bad time
0,jayresc change profile backgroud neither
0,waaa octo drive
1,rosales cool
1,finally leave house gloomy outside
0,davidismyangel enough time get vip know make least
1,free unlimited ringtones usa awesome iphone
0,deegospel hey dee wish could make mastermind session tomorrow wed statesboro hope chat soon
0,love florida miss american friends
1,seicra_the_bc well end everyone happy time
0,poor greg stupid always sympathy vote
1,e__o lol tiz good song
0,miss oklahomaaaaa listen citizen cope til pass
1,haha win bet settle bad
1,serenechai cool think del go korea time fun
0,god piss always enter comps amp never win sore loser
1,emma_bmth also want attend tafe gig ask mum soundwave like hmmm possibly probably mean yes
1,lobby twitter yuk gettin rid groupies
0,leave atlanta morning catch joco amp excite miss amp con last year make sad owl
1,hey fun friends clean
1,ipat hmm idk song
0,hes
1,musiclove haha thank history invention television influence america lol
1,get new prom dress
1,say good even
0,keyboard cat dead years play keyboard cat
1,babygirlparis pic nice look cute
1,shaktijs look yummy haz smal pies pleess
1,happy mother day
1,wonder woman yes see mitch hedberg whole floss thing hilarious poor guy
0,jodywhitesides sorry miss
1,alhamdulilah get accept nafa
1,yes ubook lenovo finally arrive
0,follow friday follow people followers follow woot followfriday
0,rise city sirens uber cool last night wish could stay longer
0,whoa mean sleep hour
0,big sam houston big enough overcome challanges move car iphone photography
1,good episode top gear tonight
0,lunch fun nothing eat
1,tommcfly read online article mention meh happy stick guy try get rid
0,lay bed listen opticon miss joe veneck
0,lightsresolve mad cant like hour away
0,dotcompals yes nice miss lot fun damn exams look good hair
1,janisj laugh much awhile
0,miss baby
1,back manchester whats weather sweaty
1,angelemotion yayyy new videos amaze people
1,early load sun hurrah
0,wonder happen sun damn may grey
0,hot sit office wanna sun shineeeee
1,hitechhall love site hoot really enjoy hair cut thailand always try time right thank tip
1,apparently today happy star war day suppose say may
0,excitement new followers overnight sadness bots
1,back reality tomorrow think dig cigar smoke good one yes buy box quot good quot ones
1,nerdwriter close try yummy
0,myhaloromance camera brokennn
0,_katieedwards yet back run texts ring laters xoxo
1,felixcau hehe
0,misfitdior good morning misfit pass tylenol
0,parboo lol birmingham love time move good morning
1,laermer yep three things good haircut ability listen value take seriously
1,inner desire isle middle mediterranean soak sun good night dream inner desire
0,juicytots get ton spam mail inbox drive insane
0,one thalia fat joe wtf terri getn funnies today
0,want leave
0,write bore part paper hmm sun shin feel like work however
1,natsnapper thank little girl love animals ooh aah cute
1,miraihl sound like great day enjoy
1,yay win jumeau bag giveaway instantshift bag pretty maybe belt see
0,luvinmesomed march come sooo slow heartbeat
1,gowalla add spot memphis today visit need hot dog icon new restaurant settle hamburger
1,deplurk buhbyeee
1,themakeupmuse definitely make challenge curl lash tin moisturiser tip come glossary
1,great night tomorrow mother day
1,may happy star war day
0,tire bore watch movies home alone
0,malarkey point take tell team stop cynical champion standards active far better anyway
0,joek depress stick inside day
0,sorry gpgmail
0,good morning beautiful today shame go spend day unpaid taxi driver
1,travel alone make meet new people new circle strangers become friends
1,elise_smith yummy eat one bagels
1,allearsdeb wow fancy
0,sars really get
0,daaku danishk lol zzzzy office alone bay
0,life sad reminder phone recharge toothbrush
1,dreaming_awake good midday
0,foodshopping cause sick day hospitals alone blow
0,jazzy vegas team
0,chillin break eatin grub pretty burn eventful day want movies ian happen though
0,misscherrypie wish could get back think hours week bubble would okay
0,ddlovato food like put penutt butter bread always break bread need tosted much
0,miss heroes already come one fall
0,become edgy bcause lappy arrive yet
1,wait see set goals leeds lot website work today
1,albz man wanna bay asap thank great day
1,tire want play random songs gitwar drama essay
0,miss westcott micro apollo
0,feel like crap
1,great day ride beach cruisers town see culver city antique car show find next bike
1,sunshineangel yeah course next time icq
0,super sick fever
1,mondays agenda last class final semester work sorority meet happy hour
0,hello_jodie throw jarewolf van yesterday take
1,susiecheng need simple reminder thx
0,boss like check leave please
0,sadly time come put mom home
1,brookeamanda yep awesome max haha
1,hmm dont know today cause school feel great
1,beer smoki lucky strike good time good time work draw stuff
1,paulbay bite lie eat bread way good giveaway
1,actionchick yay love new ppl wooooo
1,get back doctor need surgery yayyy knees still fuck gonna get better
1,rocknrollqueene loretta_aston welcome twitter let know question would love help
0,first time go home early suck single one call
1,update live benihana tokyo waikiki happy birthday mark
0,friend get mug morning
0,one see tiesto
0,school blagh yay get iphone august
0,natbubba yeah totally unfair flame everywhere
1,secondstomars itï vote anything simple true stronger cover best look pink glass
1,emarketingguru upload completely new chinese lessons please feel free watch enjoy
0,ringqvist seriously get sadder
0,get home school wake friend father tire
0,bore without camera
0,wonder karma point turn
0,tojoha suck delete
0,crypticirnangel sad nothing
1,get raise praise great way start monday
1,nothing like home make paranthas breakfast
1,get back concert mistake kinda fail macedonian test relatives serbia woohoo
0,apple fail set new british mac dashboard weather widget london canada one hard tell
0,bigzflygerian sorry impress slightest eat pussy like sadden confuse
1,birthday happy birthday
1,okayyy read cause feel special haha
1,sunny
1,amaze night favorite lady friend
0,pretty good kind depress though
0,interest even amongst homeless people venice beach last night wish camera model release
0,ivansharris hey last night expect see broadway
0,crystaaale wtf kinda best friend still meet hubby depress
0,micahjosiahd really go miss
1,crap break quot work weekend quot rule much overload work aargh hate
1,davidleibrandt good know fun
0,mean monday take test monday please please
1,take dad law sunday stroll old leigh beautiful morning say morris lol
1,scottrmcgrew honey great health
1,day
1,oliviamunn san diego move although whether right pretty cold wait suck surf love
0,fotowala nice book ready reckoner new stuff next time
0,hulu desktop look nice region
0,pretty cold outside today get another exam
0,suppose get find sumthin wear tomorrow get
1,bank holiday morning read elle bed get excite roast dinner sheer later
0,alices hey make makers tonight
1,sooo readyyy summerr babyyyy
